"brand","shop","@lat","@lon"
"АВ Daily","convenience","55.7599029","37.6137144"
"Yves Rocher","beauty","55.7591856","37.6124404"
"Пятёрочка","supermarket","55.8379853","37.4026465"
"Перекресток","supermarket","55.6589708","37.7478770"
"Пятёрочка","supermarket","55.7307096","37.4080234"
"ВАЗ, Газ, Иномарки","car_parts","55.7258702","37.4344965"
"Пятёрочка","supermarket","55.8793566","37.5586772"
"Дикси","supermarket","55.8031922","37.7933954"
"KIA","car","55.6537433","37.7768334"
"ВкусВилл","convenience","55.7802518","37.6342780"
"Перекрёсток","supermarket","55.7805848","37.6348244"
"Пятёрочка","supermarket","55.8505484","37.5003292"
"Перекресток","supermarket","55.8622083","37.4350837"
"Дикси","supermarket","55.5943776","37.6056547"
"Пятёрочка","supermarket","55.8484284","37.3650292"
"Fix price","variety_store","55.8126490","37.6527760"
"Перекрёсток","supermarket","55.7650075","37.5716262"
"Пятёрочка","supermarket","55.7669097","37.4082660"
"М.Видео","electronics","55.7525370","37.8195250"
"Suzuki, Mitsubishi, Chery, Lifan, FAW, УАЗ","car","55.7754404","37.8336224"
"Пятёрочка","supermarket","55.9026458","37.7149252"
"Пятёрочка","supermarket","55.6380037","37.7617519"
"Магнит","supermarket","55.6399374","37.7711935"
"Пятёрочка","supermarket","55.6872162","37.5842756"
"Billa","supermarket","55.6892667","37.5827067"
"Магнит","convenience","55.8212053","37.8702739"
"Магнит","supermarket","55.7868388","37.7334539"
"Пятёрочка","supermarket","55.8405699","37.3811998"
"Пятёрочка","supermarket","55.6781155","37.6029740"
"Пятёрочка","supermarket","55.6449867","37.7345239"
"Пятёрочка","supermarket","55.6441270","37.7305113"
"Billa","supermarket","55.7257017","37.5838211"
"Ярче!","supermarket","55.7140441","37.7293925"
"Пятёрочка","supermarket","55.7454611","37.6431314"
"Читай-город","books","55.7724804","37.6316345"
"Пятёрочка","supermarket","55.5779312","37.5769058"
"Лит.Ра","alcohol","55.7445790","37.4976037"
"Пятёрочка","convenience","55.7202105","37.5740889"
"Азбука Вкуса","supermarket","55.7244355","37.5775255"
"Магнит Косметик","chemist","55.6357799","37.8438692"
"Магнит","supermarket","55.6354590","37.8427947"
"Ароматный мир","alcohol","55.7475957","37.4969947"
"Диана","dry_cleaning","55.8987690","37.5849486"
"Audi; SEAT; Skoda; VW","car_parts","55.7504374","37.7138331"
"SEAT","car","55.6784298","37.6472712"
"Volkswagen","car","55.6786010","37.6459937"
"Ярче!","supermarket","55.6080482","37.7425218"
"Дикси","supermarket","55.7136247","37.6075526"
"Азбука Вкуса","supermarket","55.7822013","37.4627670"
"МТС","mobile_phone","55.8620597","37.4355595"
"Связной","mobile_phone","55.8620476","37.4354468"
"Дикси","supermarket","55.6917798","37.5886865"
"Дикси","supermarket","55.6916114","37.5892043"
"Billa","supermarket","55.6459554","37.7206776"
"Магнит","supermarket","55.8844576","37.5876606"
"Магнолия","supermarket","55.7499898","37.5674420"
"Дикси","supermarket","55.7706719","37.8477744"
"Billa","supermarket","55.6838271","37.5380218"
"МегаФон","mobile_phone","55.6540034","37.6209084"
"Ford","car_repair","55.6996552","37.8071783"
"Пятёрочка","supermarket","55.8507363","37.3480568"
"Перекресток","supermarket","55.8518198","37.3475316"
"ВкусВилл","convenience","55.8182092","37.3404697"
"Пятёрочка","supermarket","55.8170441","37.3403307"
"Пятёрочка","supermarket","55.8255490","37.3144311"
"Пятёрочка","supermarket","55.8532996","37.3866930"
"Комус","stationery","55.7800788","37.6649461"
"МТС","mobile_phone","55.6487094","37.7435763"
"МегаФон","mobile_phone","55.6486306","37.7437736"
"Связной","mobile_phone","55.6486451","37.7438873"
"У Палыча","convenience","55.6479329","37.7416945"
"Перекресток","supermarket","55.8700791","37.5437371"
"Магнит","supermarket","55.5791447","37.6827503"
"Пятёрочка","supermarket","55.5815264","37.6847231"
"МясновЪ","convenience","55.6462892","37.7324659"
"audi;volkswagen","car_parts","55.6675981","37.6212407"
"Пятёрочка","supermarket","55.6680152","37.6212385"
"Магнолия","supermarket","55.8329669","37.5323554"
"Красное&Белое","alcohol","55.8610355","37.6736397"
"Эльдорадо","electronics","55.7641696","37.8446007"
"Ароматный мир","alcohol","55.7931596","37.4946239"
"Castorama","doityourself","55.8805665","37.4493213"
"Kia","car","55.6460308","37.6724890"
"Перекрёсток","supermarket","55.7804562","37.6663950"
"Перекресток","supermarket","55.7927380","37.7489293"
"Читай-город","books","55.7937087","37.4926078"
"TERVOLINA","shoes","55.7089151","37.5928067"
"Персона","hairdresser","55.7964288","37.4872925"
"Виктория","supermarket","55.7052349","37.4789048"
"Пятёрочка","supermarket","55.6761502","37.4459258"
"Пятёрочка","supermarket","55.6425477","37.6068007"
"Пятёрочка","supermarket","55.6958705","37.8907739"
"Магнит","supermarket","55.7529524","37.8325056"
"Пятёрочка","supermarket","55.6445859","37.3997731"
"Пятёрочка","convenience","55.8028727","37.5500819"
"У Палыча","convenience","55.7047038","37.5102708"
"Комус","stationery","55.7911221","37.6846279"
"Магнолия","convenience","55.7455989","37.4967185"
"Дикси","supermarket","55.7891099","37.4797784"
"Пятёрочка","supermarket","55.8753962","37.7185084"
"Пятёрочка","supermarket","55.6290654","37.7413234"
"Билайн","mobile_phone","55.8865152","37.6624702"
"adidas;reebok","clothes","55.7897252","37.6781577"
"Billa","supermarket","55.8391714","37.5717850"
"Связной","mobile_phone","55.6098160","37.6048887"
"Связной","mobile_phone","55.7429210","37.8668894"
"Дикси","supermarket","55.6818097","37.2906555"
"Дикси","supermarket","55.6297455","37.8664078"
"М.Видео","electronics","55.6488508","37.7465389"
"Дикси","supermarket","55.8186780","37.3650871"
"Дикси","supermarket","55.7830545","37.7359098"
"Пятёрочка","supermarket","55.8296880","37.6662742"
"Пятёрочка","supermarket","55.6523053","37.7679257"
"АТАК","supermarket","55.6513074","37.7579430"
"Дикси","supermarket","55.6537741","37.5778983"
"Магнит","supermarket","55.8988268","37.2989116"
"Ярче!","supermarket","55.7622410","37.7411630"
"Пятёрочка","supermarket","55.7637886","37.7365485"
"Пятёрочка","convenience","55.8803530","37.6843102"
"Ford","car","55.9051905","37.4137627"
"Hyundai","car","55.9054882","37.4133013"
"Kia","car","55.9067486","37.4111441"
"Mitsubishi","car","55.9060691","37.4123271"
"Магнит","convenience","55.8950977","37.4107686"
"Mazda","car","55.9048419","37.4140229"
"Пятёрочка","supermarket","55.6819851","37.7433585"
"Спортмастер","sports","55.6146854","37.6126771"
"У Палыча","convenience","55.7955832","37.4908365"
"New Balance, FIFA","clothes","55.6833219","37.5489363"
"KIA Hyundai","car_parts","55.6510358","37.6202964"
"Дикси","convenience","55.8527120","37.6353384"
"Пятёрочка","supermarket","55.5889661","37.6655568"
"Дикси","supermarket","55.7346833","37.8308751"
"Пятёрочка","supermarket","55.7035384","37.4734199"
"Магнолия","supermarket","55.7757795","37.7086907"
"Пятёрочка","supermarket","55.7007578","37.7591614"
"Читай-город","books","55.7051710","37.7631740"
"МегаФон","mobile_phone","55.6755605","37.5053715"
"Пятёрочка","supermarket","55.5888675","37.6125537"
"МТС","mobile_phone","55.7720224","37.6359207"
"Пятёрочка","supermarket","55.7815877","37.7073972"
"МегаФон","mobile_phone","55.8832949","37.6050644"
"МТС","mobile_phone","55.8834906","37.6052279"
"Магнит","supermarket","55.6939930","37.8172420"
"Дикси","supermarket","55.8401995","37.2521011"
"Очкарик","optician","55.7404330","37.6282698"
"Л'Этуаль","cosmetics","55.7386059","37.6300481"
"Opel;Chevrolet;Cadillac","car","55.8337067","37.4001919"
"Пятёрочка","supermarket","55.8549197","37.4107705"
"Магнит","supermarket","55.8516326","37.4216694"
"Billa","supermarket","55.8110728","37.7025488"
"Дикси","supermarket","55.8127890","37.7167729"
"Перекрёсток","supermarket","55.8156126","37.7386033"
"Дикси","supermarket","55.6008055","37.4818784"
"Магнолия","convenience","55.7210697","37.4385694"
"Пятёрочка","supermarket","55.8676510","37.5900189"
"Магнолия","supermarket","55.7256557","37.6341310"
"Подружка","cosmetics","55.7639121","37.4876404"
"Дикси","supermarket","55.7212552","37.4188328"
"Эльдорадо","electronics","55.8152989","37.7375650"
"Fix price","variety_store","55.8486461","37.5906577"
"У Палыча","convenience","55.6905537","37.5348784"
"Ароматный мир","alcohol","55.6874104","37.5337339"
"МТС","mobile_phone","55.7158232","37.7976176"
"Billa","supermarket","55.8357208","37.3572128"
"220 вольт","power_tools","55.8638260","37.6749149"
"Магнолия","supermarket","55.7314648","37.5838680"
"Пятёрочка","supermarket","55.7841257","37.6895557"
"Fix price","variety_store","55.8267967","37.4443245"
"Очкарик","optician","55.7930677","37.8018644"
"Диана","dry_cleaning","55.7710500","37.5884495"
"Магнолия","supermarket","55.7720673","37.5941324"
"Перекрёсток","supermarket","55.7692381","37.5833088"
"Пятёрочка","supermarket","55.7712838","37.5866525"
"Азбука Вкуса","supermarket","55.7687125","37.5808106"
"Дикси","supermarket","55.8949705","37.5300414"
"Дикси","supermarket","55.7450049","37.7933358"
"Пятёрочка","supermarket","55.6845262","37.6869011"
"Дикси","supermarket","55.8267903","37.5203405"
"Billa","supermarket","55.7963201","37.8126728"
"Пятёрочка","supermarket","55.7481954","37.7751940"
"Пятёрочка","supermarket","55.7480083","37.7666153"
"Ароматный мир","alcohol","55.7717456","37.6376145"
"Пятёрочка","supermarket","55.8059076","37.3954441"
"Пятёрочка","supermarket","55.7380464","37.8359799"
"Пятёрочка","supermarket","55.8740361","37.5492632"
"Пятёрочка","supermarket","55.8798133","37.5490060"
"Перекресток","supermarket","55.8772936","37.5589453"
"Дикси","supermarket","55.8783689","37.5481326"
"Пятёрочка","supermarket","55.7694453","37.4907331"
"Пятёрочка","supermarket","55.6838064","37.7233366"
"Ароматный мир","alcohol","55.6839759","37.7233465"
"ВкусВилл","convenience","55.8063998","37.6374855"
"Л'Этуаль","cosmetics","55.8882446","37.5889295"
"Связной","mobile_phone","55.8883341","37.5887281"
"МТС","mobile_phone","55.7520596","37.5999766"
"Пятёрочка","supermarket","55.8514210","37.4510018"
"Пятёрочка","supermarket","55.8800078","37.7080310"
"Перекресток","supermarket","55.6690950","37.4534631"
"Пятёрочка","supermarket","55.7658249","37.7433612"
"Пятёрочка","supermarket","55.6591173","37.4911757"
"Пятёрочка","supermarket","55.6653005","37.4936162"
"Магнит","supermarket","55.7884850","37.4698190"
"Дикси","supermarket","55.6559660","37.5976481"
"Chery, Lifan, FAW, УАЗ","car","55.7047104","37.8082262"
"Eurospar","supermarket","55.8700573","37.6570663"
"Эльдорадо","electronics","55.8700419","37.6576327"
"Пятёрочка","supermarket","55.7007960","37.8975327"
"АТАК","supermarket","55.8513181","37.6459204"
"Пятёрочка","supermarket","55.6167628","37.7279183"
"Пятёрочка","supermarket","55.6188394","37.7307046"
"Пятёрочка","supermarket","55.6218991","37.7271421"
"Пятёрочка","supermarket","55.6137684","37.7334292"
"Ароматный мир","alcohol","55.7726633","37.6207835"
"Дикси","supermarket","55.8035649","37.8212957"
"Детский мир","toys","55.8057327","37.3967079"
"Дикси","supermarket","55.7869970","37.6296027"
"Billa","supermarket","55.7223953","37.5611564"
"Пятёрочка","supermarket","55.6044060","37.6164329"
"Пятёрочка","supermarket","55.7785535","37.7215318"
"Красное&Белое","alcohol","55.8591002","37.4376821"
"Магнолия","supermarket","55.7990865","37.5674882"
"Адамас","jewelry","55.8067686","37.5826291"
"Ozon","outpost","55.8027256","37.5741454"
"Пятёрочка","supermarket","55.5862129","37.6755188"
"Мясновъ","convenience","55.8020317","37.5654823"
"Пятёрочка","supermarket","55.8027579","37.5641776"
"Nissan","car","55.7940307","37.5776732"
"Виктория","supermarket","55.8879348","37.6021246"
"Перекрёсток","supermarket","55.7835720","37.5596177"
"Л'Этуаль","cosmetics","55.6111387","37.6056186"
"Дикси","supermarket","55.6493756","37.5672831"
"Ecco","shoes","55.7731856","37.6522871"
